"Protein","LogIntensities","GROUP"
"sp|O75475|PSIP1_HUMAN",25.9293601316725,"A549"
"sp|O75475|PSIP1_HUMAN",25.6544697922922,"A549"
"sp|O75475|PSIP1_HUMAN",24.6506082528971,"A549"
"sp|O75475|PSIP1_HUMAN",25.0692187244449,"H197"
"sp|O75475|PSIP1_HUMAN",24.8307700874934,"H197"
"sp|O75475|PSIP1_HUMAN",24.7948878286383,"H197"
"sp|O75475|PSIP1_HUMAN",27.0294239761615,"H446"
"sp|O75475|PSIP1_HUMAN",26.8030689041096,"H446"
"sp|O75475|PSIP1_HUMAN",26.4992094007094,"H446"
"sp|O75475|PSIP1_HUMAN",27.5117722041277,"H69"
"sp|O75475|PSIP1_HUMAN",26.9350516840298,"H69"
"sp|O75475|PSIP1_HUMAN",26.9185647761304,"H69"
"sp|O75477|ERLN1_HUMAN",26.199843624735,"A549"
"sp|O75477|ERLN1_HUMAN",26.6729705202812,"A549"
"sp|O75477|ERLN1_HUMAN",25.9068659670709,"A549"
"sp|O75477|ERLN1_HUMAN",26.7219423585181,"H197"
"sp|O75477|ERLN1_HUMAN",26.1832771140478,"H197"
"sp|O75477|ERLN1_HUMAN",25.2318983233474,"H446"
"sp|O75477|ERLN1_HUMAN",25.9652167138005,"H446"
"sp|O75477|ERLN1_HUMAN",24.5259198643179,"H69"
"sp|O75477|ERLN1_HUMAN",24.0141967228279,"H69"
"sp|O75489|NDUS3_HUMAN",26.4729050466959,"A549"
"sp|O75489|NDUS3_HUMAN",26.6568088629358,"A549"
"sp|O75489|NDUS3_HUMAN",27.0223463434459,"A549"
"sp|O75489|NDUS3_HUMAN",26.4678975028329,"H197"
"sp|O75489|NDUS3_HUMAN",26.5473199151376,"H197"
"sp|O75489|NDUS3_HUMAN",26.8532152457212,"H197"
"sp|O75489|NDUS3_HUMAN",26.7822741089469,"H446"
"sp|O75489|NDUS3_HUMAN",27.5788425522752,"H446"
"sp|O75489|NDUS3_HUMAN",27.6624368712584,"H446"
"sp|O75489|NDUS3_HUMAN",28.4051456823763,"H69"
"sp|O75489|NDUS3_HUMAN",28.3328541572544,"H69"
"sp|O75489|NDUS3_HUMAN",28.0778889315339,"H69"
"sp|O75494-2|SRS10_HUMAN;sp|O75494-3|SRS10_HUMAN;sp|O75494-4|SRS10_HUMAN;sp|O75494-6|SRS10_HUMAN;sp|O75494|SRS10_HUMAN",26.9620557461409,"A549"
"sp|O75494-2|SRS10_HUMAN;sp|O75494-3|SRS10_HUMAN;sp|O75494-4|SRS10_HUMAN;sp|O75494-6|SRS10_HUMAN;sp|O75494|SRS10_HUMAN",27.1156269926971,"A549"
"sp|O75494-2|SRS10_HUMAN;sp|O75494-3|SRS10_HUMAN;sp|O75494-4|SRS10_HUMAN;sp|O75494-6|SRS10_HUMAN;sp|O75494|SRS10_HUMAN",27.3432293584217,"A549"
"sp|O75494-2|SRS10_HUMAN;sp|O75494-3|SRS10_HUMAN;sp|O75494-4|SRS10_HUMAN;sp|O75494-6|SRS10_HUMAN;sp|O75494|SRS10_HUMAN",26.560616168731,"H197"
"sp|O75494-2|SRS10_HUMAN;sp|O75494-3|SRS10_HUMAN;sp|O75494-4|SRS10_HUMAN;sp|O75494-6|SRS10_HUMAN;sp|O75494|SRS10_HUMAN",26.497632739923,"H197"
"sp|O75494-2|SRS10_HUMAN;sp|O75494-3|SRS10_HUMAN;sp|O75494-4|SRS10_HUMAN;sp|O75494-6|SRS10_HUMAN;sp|O75494|SRS10_HUMAN",26.3677538646301,"H197"
"sp|O75494-2|SRS10_HUMAN;sp|O75494-3|SRS10_HUMAN;sp|O75494-4|SRS10_HUMAN;sp|O75494-6|SRS10_HUMAN;sp|O75494|SRS10_HUMAN",27.3543806507367,"H446"
"sp|O75494-2|SRS10_HUMAN;sp|O75494-3|SRS10_HUMAN;sp|O75494-4|SRS10_HUMAN;sp|O75494-6|SRS10_HUMAN;sp|O75494|SRS10_HUMAN",26.9703164094012,"H446"
"sp|O75494-2|SRS10_HUMAN;sp|O75494-3|SRS10_HUMAN;sp|O75494-4|SRS10_HUMAN;sp|O75494-6|SRS10_HUMAN;sp|O75494|SRS10_HUMAN",27.6493986364689,"H446"
"sp|O75494-2|SRS10_HUMAN;sp|O75494-3|SRS10_HUMAN;sp|O75494-4|SRS10_HUMAN;sp|O75494-6|SRS10_HUMAN;sp|O75494|SRS10_HUMAN",27.6763755814935,"H69"
"sp|O75494-2|SRS10_HUMAN;sp|O75494-3|SRS10_HUMAN;sp|O75494-4|SRS10_HUMAN;sp|O75494-6|SRS10_HUMAN;sp|O75494|SRS10_HUMAN",26.6753016492142,"H69"
"sp|O75494-2|SRS10_HUMAN;sp|O75494-3|SRS10_HUMAN;sp|O75494-4|SRS10_HUMAN;sp|O75494-6|SRS10_HUMAN;sp|O75494|SRS10_HUMAN",26.6132965104214,"H69"
"sp|O75506|HSBP1_HUMAN",28.1584549176548,"A549"
"sp|O75506|HSBP1_HUMAN",27.1579972581183,"A549"
"sp|O75506|HSBP1_HUMAN",27.8695670106232,"A549"
"sp|O75506|HSBP1_HUMAN",27.6996517596218,"H197"
"sp|O75506|HSBP1_HUMAN",27.3099978207751,"H197"
"sp|O75506|HSBP1_HUMAN",27.6092462524641,"H197"
"sp|O75506|HSBP1_HUMAN",26.8553239814295,"H446"
"sp|O75506|HSBP1_HUMAN",26.957220450865,"H446"
"sp|O75506|HSBP1_HUMAN",26.7124327250437,"H446"
"sp|O75506|HSBP1_HUMAN",26.6002668641394,"H69"
"sp|O75506|HSBP1_HUMAN",26.6871758346919,"H69"
"sp|O75506|HSBP1_HUMAN",26.7253220433082,"H69"
"sp|O75521-2|ECI2_HUMAN;sp|O75521|ECI2_HUMAN",26.7517736133451,"A549"
"sp|O75521-2|ECI2_HUMAN;sp|O75521|ECI2_HUMAN",26.2558919443369,"A549"
"sp|O75521-2|ECI2_HUMAN;sp|O75521|ECI2_HUMAN",26.2714123484401,"A549"
"sp|O75521-2|ECI2_HUMAN;sp|O75521|ECI2_HUMAN",25.5139843820751,"H197"
"sp|O75521-2|ECI2_HUMAN;sp|O75521|ECI2_HUMAN",27.5232636832953,"H446"
"sp|O75521-2|ECI2_HUMAN;sp|O75521|ECI2_HUMAN",27.8546327413979,"H446"
"sp|O75521-2|ECI2_HUMAN;sp|O75521|ECI2_HUMAN",27.8449759263718,"H446"
"sp|O75521-2|ECI2_HUMAN;sp|O75521|ECI2_HUMAN",25.8364237781647,"H69"
"sp|O75525-2|KHDR3_HUMAN;sp|O75525|KHDR3_HUMAN",26.8262086764096,"A549"
"sp|O75525-2|KHDR3_HUMAN;sp|O75525|KHDR3_HUMAN",27.2090549513531,"A549"
"sp|O75525-2|KHDR3_HUMAN;sp|O75525|KHDR3_HUMAN",26.4979192907572,"A549"
"sp|O75525-2|KHDR3_HUMAN;sp|O75525|KHDR3_HUMAN",26.6174961463578,"H197"
"sp|O75525-2|KHDR3_HUMAN;sp|O75525|KHDR3_HUMAN",26.4689567630682,"H197"
"sp|O75525-2|KHDR3_HUMAN;sp|O75525|KHDR3_HUMAN",26.7584118918389,"H197"
"sp|O75525-2|KHDR3_HUMAN;sp|O75525|KHDR3_HUMAN",28.1248952904022,"H446"
"sp|O75525-2|KHDR3_HUMAN;sp|O75525|KHDR3_HUMAN",28.0772684602271,"H446"
"sp|O75525-2|KHDR3_HUMAN;sp|O75525|KHDR3_HUMAN",28.1482983970618,"H446"
"sp|O75525-2|KHDR3_HUMAN;sp|O75525|KHDR3_HUMAN",29.3563706399957,"H69"
"sp|O75525-2|KHDR3_HUMAN;sp|O75525|KHDR3_HUMAN",28.6467261640347,"H69"
"sp|O75525-2|KHDR3_HUMAN;sp|O75525|KHDR3_HUMAN",28.754498786169,"H69"
"sp|O75530-2|EED_HUMAN;sp|O75530-3|EED_HUMAN;sp|O75530|EED_HUMAN",25.7871972054328,"H446"
"sp|O75530-2|EED_HUMAN;sp|O75530-3|EED_HUMAN;sp|O75530|EED_HUMAN",25.9403057689853,"H446"
"sp|O75530-2|EED_HUMAN;sp|O75530-3|EED_HUMAN;sp|O75530|EED_HUMAN",26.3815745934381,"H446"
"sp|O75530-2|EED_HUMAN;sp|O75530-3|EED_HUMAN;sp|O75530|EED_HUMAN",26.6129006559581,"H69"
"sp|O75530-2|EED_HUMAN;sp|O75530-3|EED_HUMAN;sp|O75530|EED_HUMAN",26.391860344735,"H69"
"sp|O75530-2|EED_HUMAN;sp|O75530-3|EED_HUMAN;sp|O75530|EED_HUMAN",26.3965110053126,"H69"
"sp|O75531|BAF_HUMAN",27.7632274047244,"A549"
"sp|O75531|BAF_HUMAN",27.8431323787818,"A549"
"sp|O75531|BAF_HUMAN",27.6915440423302,"A549"
"sp|O75531|BAF_HUMAN",27.0796475790462,"H197"
"sp|O75531|BAF_HUMAN",26.9760899674146,"H197"
"sp|O75531|BAF_HUMAN",26.8728130739949,"H197"
"sp|O75531|BAF_HUMAN",27.6764090008158,"H446"
"sp|O75531|BAF_HUMAN",28.4054299079212,"H446"
"sp|O75531|BAF_HUMAN",28.4451489312251,"H446"
"sp|O75531|BAF_HUMAN",28.4579248256679,"H69"
"sp|O75531|BAF_HUMAN",28.402357904693,"H69"
"sp|O75531|BAF_HUMAN",28.0214060328322,"H69"
"sp|O75533|SF3B1_HUMAN",27.1541940581451,"A549"
"sp|O75533|SF3B1_HUMAN",27.0572377000772,"A549"
"sp|O75533|SF3B1_HUMAN",27.1765518420078,"A549"
"sp|O75533|SF3B1_HUMAN",26.8049687552034,"H197"
"sp|O75533|SF3B1_HUMAN",26.7066213414364,"H197"
"sp|O75533|SF3B1_HUMAN",26.8017990217787,"H197"
"sp|O75533|SF3B1_HUMAN",26.8835189026022,"H446"
"sp|O75533|SF3B1_HUMAN",26.7982037650123,"H446"
"sp|O75533|SF3B1_HUMAN",26.9200089322982,"H446"
"sp|O75533|SF3B1_HUMAN",27.1159607754744,"H69"
"sp|O75533|SF3B1_HUMAN",26.7601494334053,"H69"
"sp|O75533|SF3B1_HUMAN",26.9567865138162,"H69"
"sp|O75534-2|CSDE1_HUMAN;sp|O75534-3|CSDE1_HUMAN;sp|O75534-4|CSDE1_HUMAN;sp|O75534|CSDE1_HUMAN",26.9427713107386,"A549"
"sp|O75534-2|CSDE1_HUMAN;sp|O75534-3|CSDE1_HUMAN;sp|O75534-4|CSDE1_HUMAN;sp|O75534|CSDE1_HUMAN",26.8663797581032,"A549"
"sp|O75534-2|CSDE1_HUMAN;sp|O75534-3|CSDE1_HUMAN;sp|O75534-4|CSDE1_HUMAN;sp|O75534|CSDE1_HUMAN",26.7419372575082,"A549"
"sp|O75534-2|CSDE1_HUMAN;sp|O75534-3|CSDE1_HUMAN;sp|O75534-4|CSDE1_HUMAN;sp|O75534|CSDE1_HUMAN",27.0107814625321,"H197"
"sp|O75534-2|CSDE1_HUMAN;sp|O75534-3|CSDE1_HUMAN;sp|O75534-4|CSDE1_HUMAN;sp|O75534|CSDE1_HUMAN",26.7694238076074,"H197"
"sp|O75534-2|CSDE1_HUMAN;sp|O75534-3|CSDE1_HUMAN;sp|O75534-4|CSDE1_HUMAN;sp|O75534|CSDE1_HUMAN",26.6269725660164,"H197"
"sp|O75534-2|CSDE1_HUMAN;sp|O75534-3|CSDE1_HUMAN;sp|O75534-4|CSDE1_HUMAN;sp|O75534|CSDE1_HUMAN",26.7549000026735,"H446"
"sp|O75534-2|CSDE1_HUMAN;sp|O75534-3|CSDE1_HUMAN;sp|O75534-4|CSDE1_HUMAN;sp|O75534|CSDE1_HUMAN",26.8026227797069,"H446"
"sp|O75534-2|CSDE1_HUMAN;sp|O75534-3|CSDE1_HUMAN;sp|O75534-4|CSDE1_HUMAN;sp|O75534|CSDE1_HUMAN",26.870335411484,"H446"
"sp|O75534-2|CSDE1_HUMAN;sp|O75534-3|CSDE1_HUMAN;sp|O75534-4|CSDE1_HUMAN;sp|O75534|CSDE1_HUMAN",25.8662281652099,"H69"
"sp|O75534-2|CSDE1_HUMAN;sp|O75534-3|CSDE1_HUMAN;sp|O75534-4|CSDE1_HUMAN;sp|O75534|CSDE1_HUMAN",25.8508245207674,"H69"
"sp|O75534-2|CSDE1_HUMAN;sp|O75534-3|CSDE1_HUMAN;sp|O75534-4|CSDE1_HUMAN;sp|O75534|CSDE1_HUMAN",25.8668267235579,"H69"
"sp|O75569-2|PRKRA_HUMAN;sp|O75569-3|PRKRA_HUMAN;sp|O75569|PRKRA_HUMAN",25.2166190428329,"A549"
"sp|O75569-2|PRKRA_HUMAN;sp|O75569-3|PRKRA_HUMAN;sp|O75569|PRKRA_HUMAN",25.2690532167856,"A549"
"sp|O75569-2|PRKRA_HUMAN;sp|O75569-3|PRKRA_HUMAN;sp|O75569|PRKRA_HUMAN",25.4458145122335,"A549"
"sp|O75569-2|PRKRA_HUMAN;sp|O75569-3|PRKRA_HUMAN;sp|O75569|PRKRA_HUMAN",26.2423322940559,"H197"
"sp|O75569-2|PRKRA_HUMAN;sp|O75569-3|PRKRA_HUMAN;sp|O75569|PRKRA_HUMAN",25.6209057259978,"H197"
"sp|O75569-2|PRKRA_HUMAN;sp|O75569-3|PRKRA_HUMAN;sp|O75569|PRKRA_HUMAN",26.9055113024897,"H446"
"sp|O75569-2|PRKRA_HUMAN;sp|O75569-3|PRKRA_HUMAN;sp|O75569|PRKRA_HUMAN",27.0451261239846,"H446"
"sp|O75569-2|PRKRA_HUMAN;sp|O75569-3|PRKRA_HUMAN;sp|O75569|PRKRA_HUMAN",26.6210876267854,"H446"
"sp|O75569-2|PRKRA_HUMAN;sp|O75569-3|PRKRA_HUMAN;sp|O75569|PRKRA_HUMAN",26.6977913718983,"H69"
"sp|O75569-2|PRKRA_HUMAN;sp|O75569-3|PRKRA_HUMAN;sp|O75569|PRKRA_HUMAN",26.7769399664053,"H69"
"sp|O75569-2|PRKRA_HUMAN;sp|O75569-3|PRKRA_HUMAN;sp|O75569|PRKRA_HUMAN",26.7419227946796,"H69"
"sp|O75582|KS6A5_HUMAN",26.2590709219947,"H446"
"sp|O75582|KS6A5_HUMAN",26.0430660515293,"H446"
"sp|O75582|KS6A5_HUMAN",25.9849090316748,"H69"
"sp|O75582|KS6A5_HUMAN",25.9677504215927,"H69"
"sp|O75582|KS6A5_HUMAN",25.8184996743484,"H69"
"sp|O75607|NPM3_HUMAN",27.9145256589434,"A549"
"sp|O75607|NPM3_HUMAN",27.8577986414069,"A549"
"sp|O75607|NPM3_HUMAN",28.2150076792012,"A549"
"sp|O75607|NPM3_HUMAN",27.6996357389297,"H197"
"sp|O75607|NPM3_HUMAN",27.6399556306093,"H197"
"sp|O75607|NPM3_HUMAN",27.8711735651722,"H197"
"sp|O75607|NPM3_HUMAN",27.0545429271173,"H446"
"sp|O75607|NPM3_HUMAN",26.3187387146882,"H446"
"sp|O75607|NPM3_HUMAN",26.7803649286303,"H446"
"sp|O75607|NPM3_HUMAN",26.7459077818019,"H69"
"sp|O75607|NPM3_HUMAN",26.8284994769162,"H69"
"sp|O75607|NPM3_HUMAN",27.1367185802387,"H69"
"sp|O75608|LYPA1_HUMAN",27.1130066948371,"A549"
"sp|O75608|LYPA1_HUMAN",27.1578409171265,"A549"
"sp|O75608|LYPA1_HUMAN",27.1740301847532,"A549"
"sp|O75608|LYPA1_HUMAN",27.4426452048461,"H197"
"sp|O75608|LYPA1_HUMAN",27.0078518485341,"H197"
"sp|O75608|LYPA1_HUMAN",27.4560444489916,"H197"
"sp|O75608|LYPA1_HUMAN",26.9018480464041,"H446"
"sp|O75608|LYPA1_HUMAN",27.2416997234488,"H446"
"sp|O75608|LYPA1_HUMAN",27.3456425389031,"H446"
"sp|O75608|LYPA1_HUMAN",27.7771493501313,"H69"
"sp|O75608|LYPA1_HUMAN",27.674171946801,"H69"
"sp|O75608|LYPA1_HUMAN",27.5929455482806,"H69"
"sp|O75616|ERAL1_HUMAN",25.5553088170151,"H197"
"sp|O75616|ERAL1_HUMAN",25.9394018581774,"H197"
"sp|O75616|ERAL1_HUMAN",26.4690133309966,"H446"
"sp|O75616|ERAL1_HUMAN",26.369850778585,"H69"
"sp|O75616|ERAL1_HUMAN",26.1032241239179,"H69"
"sp|O75616|ERAL1_HUMAN",26.6264358216779,"H69"
"sp|O75629|CREG1_HUMAN",27.1256566729707,"A549"
"sp|O75629|CREG1_HUMAN",25.4668077825071,"H197"
"sp|O75629|CREG1_HUMAN",26.3027934690929,"H446"
"sp|O75643|U520_HUMAN",26.6139943949423,"A549"
"sp|O75643|U520_HUMAN",26.6788111567566,"A549"
"sp|O75643|U520_HUMAN",26.6656355051858,"A549"
"sp|O75643|U520_HUMAN",26.4465127100441,"H197"
"sp|O75643|U520_HUMAN",26.3536751579736,"H197"
"sp|O75643|U520_HUMAN",26.4205423603603,"H197"
"sp|O75643|U520_HUMAN",26.5863312523577,"H446"
"sp|O75643|U520_HUMAN",26.7980281488234,"H446"
"sp|O75643|U520_HUMAN",26.765828366515,"H446"
"sp|O75643|U520_HUMAN",26.9276476448302,"H69"
"sp|O75643|U520_HUMAN",26.9372977493601,"H69"
"sp|O75643|U520_HUMAN",27.0095293188975,"H69"
"sp|O75663|TIPRL_HUMAN",26.7311459939928,"A549"
"sp|O75663|TIPRL_HUMAN",26.7314269467034,"A549"
"sp|O75663|TIPRL_HUMAN",27.2392031951596,"A549"
"sp|O75663|TIPRL_HUMAN",26.7522384519596,"H197"
"sp|O75663|TIPRL_HUMAN",26.9271765630136,"H197"
"sp|O75663|TIPRL_HUMAN",27.2100141957568,"H197"
"sp|O75663|TIPRL_HUMAN",26.7318685074281,"H446"
"sp|O75663|TIPRL_HUMAN",27.3998699165103,"H446"
"sp|O75663|TIPRL_HUMAN",27.3419952004564,"H446"
"sp|O75663|TIPRL_HUMAN",26.7018907221958,"H69"
"sp|O75663|TIPRL_HUMAN",27.154529203505,"H69"
"sp|O75663|TIPRL_HUMAN",27.0428158687824,"H69"
"sp|O75683|SURF6_HUMAN",25.5658340738096,"A549"
"sp|O75683|SURF6_HUMAN",25.6178476894339,"A549"
"sp|O75683|SURF6_HUMAN",24.9111818700261,"A549"
"sp|O75683|SURF6_HUMAN",27.5327301552689,"H197"
"sp|O75683|SURF6_HUMAN",25.9326586868565,"H197"
"sp|O75683|SURF6_HUMAN",26.6963701744745,"H197"
"sp|O75683|SURF6_HUMAN",25.4741661940175,"H446"
"sp|O75683|SURF6_HUMAN",26.8836850216168,"H69"
"sp|O75683|SURF6_HUMAN",25.4759632518959,"H69"
"sp|O75688|PPM1B_HUMAN",28.4050645604014,"A549"
"sp|O75688|PPM1B_HUMAN",27.4665722763475,"A549"
"sp|O75688|PPM1B_HUMAN",28.0591638249797,"A549"
"sp|O75688|PPM1B_HUMAN",26.6835574783811,"H197"
"sp|O75688|PPM1B_HUMAN",26.9109524192692,"H446"
"sp|O75688|PPM1B_HUMAN",27.3092739903577,"H446"
"sp|O75688|PPM1B_HUMAN",27.4093061398873,"H69"
"sp|O75691|UTP20_HUMAN",26.5090508330269,"A549"
"sp|O75691|UTP20_HUMAN",26.3130950310025,"A549"
"sp|O75691|UTP20_HUMAN",27.5560367256034,"A549"
"sp|O75691|UTP20_HUMAN",25.9736150992065,"H197"
"sp|O75691|UTP20_HUMAN",26.1266890669025,"H197"
"sp|O75691|UTP20_HUMAN",25.8142715636123,"H197"
"sp|O75691|UTP20_HUMAN",24.7428235606951,"H446"
"sp|O75694|NU155_HUMAN",26.0213479201616,"A549"
"sp|O75694|NU155_HUMAN",26.1799393866105,"A549"
"sp|O75694|NU155_HUMAN",25.9407352902007,"A549"
"sp|O75694|NU155_HUMAN",26.5565162815335,"H197"
"sp|O75694|NU155_HUMAN",26.249999882421,"H197"
"sp|O75694|NU155_HUMAN",25.9266644476201,"H197"
"sp|O75694|NU155_HUMAN",25.7948446391424,"H446"
"sp|O75694|NU155_HUMAN",26.4825196695642,"H446"
"sp|O75694|NU155_HUMAN",26.3504157099084,"H446"
"sp|O75694|NU155_HUMAN",26.7718719471876,"H69"
"sp|O75694|NU155_HUMAN",26.5773472420685,"H69"
"sp|O75694|NU155_HUMAN",26.9356041244684,"H69"
"sp|O75717|WDHD1_HUMAN",24.3810036628983,"A549"
"sp|O75717|WDHD1_HUMAN",23.700053727817,"A549"
"sp|O75717|WDHD1_HUMAN",23.953982437478,"A549"
"sp|O75717|WDHD1_HUMAN",24.886630287466,"H197"
"sp|O75717|WDHD1_HUMAN",24.6122890917783,"H197"
"sp|O75717|WDHD1_HUMAN",24.8083646011582,"H197"
"sp|O75717|WDHD1_HUMAN",25.5028069703056,"H446"
"sp|O75717|WDHD1_HUMAN",26.3134113920333,"H446"
"sp|O75717|WDHD1_HUMAN",26.2678701801129,"H446"
"sp|O75717|WDHD1_HUMAN",26.4850577329266,"H69"
"sp|O75717|WDHD1_HUMAN",26.2977225874358,"H69"
"sp|O75717|WDHD1_HUMAN",25.2616869225987,"H69"
"sp|O75718|CRTAP_HUMAN",25.7395087364624,"A549"
"sp|O75718|CRTAP_HUMAN",25.4566956109473,"A549"
"sp|O75718|CRTAP_HUMAN",25.7401276776866,"A549"
"sp|O75718|CRTAP_HUMAN",24.3073615136612,"H197"
"sp|O75718|CRTAP_HUMAN",24.548324016814,"H197"
"sp|O75718|CRTAP_HUMAN",25.7212753572394,"H197"
"sp|O75718|CRTAP_HUMAN",26.0232297369694,"H446"
"sp|O75718|CRTAP_HUMAN",26.4965527702347,"H446"
"sp|O75718|CRTAP_HUMAN",26.633364413822,"H446"
"sp|O75718|CRTAP_HUMAN",26.3700848330123,"H69"
"sp|O75718|CRTAP_HUMAN",26.1537385463189,"H69"
"sp|O75718|CRTAP_HUMAN",26.4655920434411,"H69"
"sp|O75746|CMC1_HUMAN",25.0756274563569,"A549"
"sp|O75746|CMC1_HUMAN",24.3803571275094,"A549"
"sp|O75746|CMC1_HUMAN",25.1433760999828,"A549"
"sp|O75746|CMC1_HUMAN",24.516516725989,"H197"
"sp|O75746|CMC1_HUMAN",27.0376576685299,"H197"
"sp|O75746|CMC1_HUMAN",24.3544424627055,"H197"
"sp|O75746|CMC1_HUMAN",25.1417030847692,"H446"
"sp|O75746|CMC1_HUMAN",25.4361235060724,"H446"
"sp|O75746|CMC1_HUMAN",25.778152395592,"H446"
"sp|O75746|CMC1_HUMAN",25.3088882000581,"H69"
"sp|O75746|CMC1_HUMAN",27.5648272774056,"H69"
"sp|O75781-2|PALM_HUMAN;sp|O75781|PALM_HUMAN",27.1211109955679,"H446"
"sp|O75781-2|PALM_HUMAN;sp|O75781|PALM_HUMAN",27.7969707823294,"H446"
"sp|O75781-2|PALM_HUMAN;sp|O75781|PALM_HUMAN",27.1780808272421,"H446"
"sp|O75781-2|PALM_HUMAN;sp|O75781|PALM_HUMAN",26.7455157456648,"H69"
"sp|O75792|RNH2A_HUMAN",25.0219260726312,"A549"
"sp|O75792|RNH2A_HUMAN",25.8592655976778,"A549"
"sp|O75792|RNH2A_HUMAN",25.8050667000173,"A549"
"sp|O75792|RNH2A_HUMAN",25.3959454422643,"H197"
"sp|O75792|RNH2A_HUMAN",25.5127467600571,"H446"
"sp|O75792|RNH2A_HUMAN",26.1439207542322,"H446"
"sp|O75792|RNH2A_HUMAN",26.7701790724418,"H69"
"sp|O75792|RNH2A_HUMAN",27.2923925417555,"H69"
"sp|O75792|RNH2A_HUMAN",27.1078821549197,"H69"
"sp|O75794|CD123_HUMAN",27.4803141158409,"A549"
"sp|O75794|CD123_HUMAN",26.3162022884962,"A549"
"sp|O75794|CD123_HUMAN",26.651157552306,"A549"
"sp|O75794|CD123_HUMAN",26.6730761879531,"H197"
"sp|O75794|CD123_HUMAN",27.142374777415,"H197"
"sp|O75794|CD123_HUMAN",25.9675987260291,"H446"
"sp|O75817|POP7_HUMAN",27.6856131514545,"A549"
"sp|O75817|POP7_HUMAN",27.7183864782824,"H197"
"sp|O75817|POP7_HUMAN",27.2830847564971,"H197"
"sp|O75817|POP7_HUMAN",27.5607753124948,"H69"
"sp|O75821|EIF3G_HUMAN",26.3992618510228,"A549"
"sp|O75821|EIF3G_HUMAN",26.3407236753388,"A549"
"sp|O75821|EIF3G_HUMAN",26.2635883034173,"A549"
"sp|O75821|EIF3G_HUMAN",27.5652550291215,"H197"
"sp|O75821|EIF3G_HUMAN",27.3097108441942,"H197"
"sp|O75821|EIF3G_HUMAN",27.4783242083587,"H197"
"sp|O75821|EIF3G_HUMAN",26.7343050728035,"H446"
"sp|O75821|EIF3G_HUMAN",27.4352197811824,"H446"
"sp|O75821|EIF3G_HUMAN",27.0660644137609,"H446"
"sp|O75821|EIF3G_HUMAN",26.4055336729575,"H69"
"sp|O75821|EIF3G_HUMAN",26.2768215588113,"H69"
"sp|O75821|EIF3G_HUMAN",26.2438342001869,"H69"
"sp|O75822|EIF3J_HUMAN",26.2865109106685,"A549"
"sp|O75822|EIF3J_HUMAN",27.0604589970987,"A549"
"sp|O75822|EIF3J_HUMAN",26.6033784673564,"A549"
"sp|O75822|EIF3J_HUMAN",26.7373573483849,"H197"
"sp|O75822|EIF3J_HUMAN",26.8406046406968,"H197"
"sp|O75822|EIF3J_HUMAN",26.2737597927145,"H197"
"sp|O75822|EIF3J_HUMAN",26.0841255394579,"H446"
"sp|O75822|EIF3J_HUMAN",26.6053368060819,"H446"
"sp|O75822|EIF3J_HUMAN",26.1103246902739,"H446"
"sp|O75822|EIF3J_HUMAN",25.9021790320743,"H69"
"sp|O75822|EIF3J_HUMAN",25.8841855764504,"H69"
"sp|O75822|EIF3J_HUMAN",24.9696724831117,"H69"
"sp|O75828|CBR3_HUMAN",26.5960493135865,"A549"
"sp|O75828|CBR3_HUMAN",27.2827126628053,"A549"
"sp|O75828|CBR3_HUMAN",26.3928612690427,"A549"
"sp|O75828|CBR3_HUMAN",26.776066140511,"H197"
"sp|O75828|CBR3_HUMAN",26.7748342754218,"H197"
"sp|O75828|CBR3_HUMAN",26.0391934836123,"H446"
"sp|O75828|CBR3_HUMAN",27.7453506399609,"H446"
"sp|O75828|CBR3_HUMAN",26.9488806104415,"H446"
"sp|O75828|CBR3_HUMAN",27.5909113310162,"H69"
"sp|O75828|CBR3_HUMAN",27.0137679168973,"H69"
"sp|O75832|PSD10_HUMAN",26.6265728645866,"A549"
"sp|O75832|PSD10_HUMAN",25.8486975337166,"A549"
"sp|O75832|PSD10_HUMAN",26.6125307862231,"A549"
"sp|O75832|PSD10_HUMAN",25.1674265997332,"H197"
"sp|O75832|PSD10_HUMAN",26.4466465226677,"H197"
"sp|O75832|PSD10_HUMAN",26.2559991575594,"H197"
"sp|O75832|PSD10_HUMAN",25.8403645548253,"H446"
"sp|O75832|PSD10_HUMAN",26.0804701297742,"H446"
"sp|O75832|PSD10_HUMAN",25.4353370849942,"H446"
"sp|O75832|PSD10_HUMAN",25.4226677768295,"H69"
"sp|O75832|PSD10_HUMAN",25.0002724559154,"H69"
"sp|O75832|PSD10_HUMAN",25.8792204194188,"H69"
"sp|O75843|AP1G2_HUMAN",26.8032654334058,"H197"
"sp|O75843|AP1G2_HUMAN",27.3175789428021,"H197"
"sp|O75843|AP1G2_HUMAN",26.3285561208345,"H197"
"sp|O75844|FACE1_HUMAN",26.8770728051481,"A549"
"sp|O75844|FACE1_HUMAN",26.7573137084667,"A549"
"sp|O75844|FACE1_HUMAN",26.9442741909594,"A549"
"sp|O75844|FACE1_HUMAN",26.074265886883,"H197"
"sp|O75844|FACE1_HUMAN",26.8856393256133,"H197"
"sp|O75844|FACE1_HUMAN",25.9520903443977,"H197"
"sp|O75844|FACE1_HUMAN",26.1064719613723,"H446"
"sp|O75844|FACE1_HUMAN",26.5348631389363,"H446"
"sp|O75844|FACE1_HUMAN",26.2907942559486,"H446"
